1.05683544658746e-06	-1.41484395619412e-07	-1.38158113002612e-08
1.02533866489947e-06	-7.42710109134401e-08	-1.21575480550468e-07
8.96213458908006e-07	-4.69060459044392e-10	-2.13312280482766e-07
6.89282532511851e-07	4.94513881731979e-08	-2.1380131484762e-07
5.11481483980076e-07	6.76989866217563e-08	-1.54482264513075e-07
3.91250264615611e-07	6.9486065161622e-08	-8.97609350103539e-08
3.11893789118077e-07	6.47615552720118e-08	-3.55918310137102e-08
2.57554929676047e-07	5.74724564107844e-08	7.57592037905739e-09
2.18815806491885e-07	4.9249996501728e-08	4.17726527242127e-08
1.90009473293006e-07	4.07783125079232e-08	6.88776979003474e-08
1.6853834531646e-07	3.21536759455517e-08	9.15942265918958e-08
1.51726839640338e-07	2.38498975090254e-08	1.09704601631833e-07
1.39161097592364e-07	1.57920958914804e-08	1.25385181247657e-07
1.29478424041748e-07	8.05950640050878e-09	1.38745563278853e-07
1.22122900341005e-07	7.50332158949303e-10	1.50236623978524e-07
1.16783815565041e-07	-6.07497184434094e-09	1.60383365150508e-07
1.13160874825979e-07	-1.23977213958891e-08	1.6958413355153e-07
1.11114092889354e-07	-1.86149882680123e-08	1.78824489662114e-07
1.10369405855881e-07	-2.45669640636535e-08	1.87966256082714e-07
1.105270048023e-07	-3.01711037117293e-08	1.96725478541244e-07
1.11975139513525e-07	-3.54164150865257e-08	2.06019405787532e-07
1.14055463325074e-07	-4.03506981158092e-08	2.15203608018582e-07
1.16976495947147e-07	-4.50865669579428e-08	2.24942186939772e-07
1.20660291388276e-07	-4.99544249834407e-08	2.35552431854749e-07
1.25240189125058e-07	-5.47830701211622e-08	2.47296535982704e-07
1.30864607915461e-07	-5.95776936123744e-08	2.60635278431482e-07
1.36731341891164e-07	-6.43020249849667e-08	2.74314135619332e-07
1.43393961604894e-07	-6.88674215029458e-08	2.89473618894688e-07
1.50082355051142e-07	-7.32225897741599e-08	3.04859937302138e-07
1.56409277366378e-07	-7.74174035422037e-08	3.19866802533844e-07
1.62633873186767e-07	-8.1462240327683e-08	3.35118306270406e-07
1.68022829539536e-07	-8.55030387845882e-08	3.49200305437693e-07
1.727618305261e-07	-8.90624383865367e-08	3.6258089665741e-07
1.7636964412333e-07	-9.24611046541003e-08	3.74224534884949e-07
1.79317723569285e-07	-9.56189614997455e-08	3.85213329238145e-07
1.81091954913687e-07	-9.85527872098654e-08	3.94351716284862e-07
1.81671420849002e-07	-1.01270068984694e-07	4.01507132828023e-07
1.81500053999048e-07	-1.03961802636205e-07	4.07602271331914e-07
1.80443629732164e-07	-1.06512378662228e-07	4.12285358895717e-07
1.78726622995274e-07	-1.09020050111333e-07	4.15997946952331e-07
1.76175637546713e-07	-1.11293320003986e-07	4.18313179525257e-07
1.73060010395191e-07	-1.13548523655342e-07	4.19683916052719e-07
1.69388736163064e-07	-1.15668178914876e-07	4.20143105694848e-07
1.65384898659739e-07	-1.17697759641532e-07	4.202590562788e-07
1.61124804431479e-07	-1.19830097380594e-07	4.19891136617684e-07
1.56551460163344e-07	-1.21882096511275e-07	4.1897149802954e-07
1.51633353105574e-07	-1.23726420826476e-07	4.17432589183566e-07
1.46632060686783e-07	-1.25748861154341e-07	4.15410379686152e-07
1.41368800933727e-07	-1.27611076865353e-07	4.12607003301061e-07
1.35881889234789e-07	-1.29283235970204e-07	4.09014171180365e-07
1.30317593513518e-07	-1.30935282346798e-07	4.0465591927326e-07
1.24834227773851e-07	-1.32436335546074e-07	4.00745779441251e-07
1.19271060441965e-07	-1.33734526304738e-07	3.9613577648262e-07
1.13811733145665e-07	-1.35073448024601e-07	3.90896762529549e-07
1.08410673595424e-07	-1.36067703156537e-07	3.86218111734285e-07
1.03165080621229e-07	-1.37007069944758e-07	3.81304843851528e-07
9.80447874249338e-08	-1.37840577853092e-07	3.75822246169704e-07
9.30170752852318e-08	-1.38378144366685e-07	3.70410164933955e-07
8.81522262332977e-08	-1.38751365750667e-07	3.64794635566133e-07
8.34822832637052e-08	-1.38993347564934e-07	3.59008309691414e-07
7.89593047707018e-08	-1.38914025914148e-07	3.5409030990821e-07
7.47033965349912e-08	-1.38792315179067e-07	3.49369229089806e-07
7.06370600818453e-08	-1.38460739580944e-07	3.45073269259939e-07
6.6678229203725e-08	-1.37756840262198e-07	3.40500755861254e-07
6.29787096613823e-08	-1.36966833736552e-07	3.36900668875423e-07
5.94300455070889e-08	-1.3586358320416e-07	3.33330715432113e-07
5.61855420197321e-08	-1.34798387117214e-07	3.30398456633846e-07
5.31204280958327e-08	-1.33485849635222e-07	3.27942086464453e-07
5.02908528042603e-08	-1.32053372994866e-07	3.2639281448161e-07
4.75959083335253e-08	-1.30207368517957e-07	3.26033878612033e-07
4.51894336435273e-08	-1.28309743332375e-07	3.26066647029586e-07
4.30294779244511e-08	-1.2625591600989e-07	3.25883847362861e-07
4.10980163905224e-08	-1.23984346729666e-07	3.26518788627784e-07
3.94079734805594e-08	-1.21478653153554e-07	3.27969060504856e-07
3.80407959109887e-08	-1.18951273365825e-07	3.30297020118476e-07
3.69261303282643e-08	-1.16180100939981e-07	3.32591699594408e-07
3.60654887072286e-08	-1.13143249701853e-07	3.35069978362446e-07
3.55108898786826e-08	-1.09934588644001e-07	3.38375430383553e-07
3.52078770629667e-08	-1.06424712850649e-07	3.41287404512926e-07
3.52284864609778e-08	-1.02778944180145e-07	3.44777450647185e-07
3.55092972544169e-08	-9.89252512548388e-08	3.47668673170932e-07
3.60351559357392e-08	-9.48643905544366e-08	3.50045415945445e-07
3.67695774655935e-08	-9.03486948555928e-08	3.52157860055379e-07
3.77419017464229e-08	-8.56253941035024e-08	3.539009802874e-07
3.89262805412004e-08	-8.06089061408049e-08	3.55253116014956e-07
4.0367047499364e-08	-7.54336992741118e-08	3.56651892691787e-07
4.19338002352306e-08	-6.99690227456495e-08	3.56983965745638e-07
4.36727701747736e-08	-6.44901218725933e-08	3.56802165029832e-07
4.54348517025054e-08	-5.89246747605454e-08	3.55180340956041e-07
